"","INDEX","WELLNAME","MD","TVD","ZENITH"
"COLUMN_LABELS","Индекс","Имя_скважины","Глубина_по_стволу","Глубина_по_вертикали","Зенитный_угол"
"16_234_URM","16","234_URM","3530","3049.2","16.871804946297"
"17_234_URM","17","234_URM","3560","3078.2","14.835111581976"
"18_234_URM","18","234_URM","3561","3079.2","0"
"0_235_URM","0","235_URM","0","0","5.0267843169975"
"1_235_URM","1","235_URM","260","259","5.0267843169975"
"2_235_URM","2","235_URM","270","269","0"
"3_235_URM","3","235_URM","530","511","21.444956810513"
"4_235_URM","4","235_URM","3540","2803","40.406763559613"
"5_235_URM","5","235_URM","3820","3074","14.566327648323"
"6_235_URM","6","235_URM","3830","3084","0"
"0_236_URM","0","236_URM","0","0","0.85412296077127"
"1_236_URM","1","236_URM","90","89.99","0.85412296077127"
"2_236_URM","2","236_URM","100","99.99","0"
"3_236_URM","3","236_URM","310","309.76","2.681831865987"
"4_236_URM","4","236_URM","410","408.61","8.6976840907805"
"5_236_URM","5","236_URM","500","495.7","14.609658062122"
"6_236_URM","6","236_URM","590","579.2","21.908980942647"
"7_236_URM","7","236_URM","650","632.35","27.645753338552"
"8_236_URM","8","236_URM","710","682.01","34.140210956231"
"9_236_URM","9","236_URM","2940","2467.78","36.794035795711"
"10_236_URM","10","236_URM","3050","2544.14","46.037945499041"
"11_236_URM","11","236_URM","3260","2679.28","49.944914199443"
"12_236_URM","12","236_URM","3350","2728.57","56.792916646938"
"13_236_URM","13","236_URM","3480","2786.79","63.394420832345"
"14_236_URM","14","236_URM","3760","2885.28","69.405609654062"
"15_236_URM","15","236_URM","4370","3088.65","70.525126401578"
"16_236_URM","16","236_URM","4440.8","3121.76","62.117791327964"
"0_25Р_URM","0","25Р_URM","0","0","0.97547991130901"
"1_25Р_URM","1","25Р_URM","1380","1379.8","0.97547991130901"
"2_25Р_URM","2","25Р_URM","1400","1399.79","1.8119271380731"
"3_25Р_URM","3","25Р_URM","2820","2818.36","2.5715675069062"
"4_25Р_URM","4","25Р_URM","2840","2838.35","1.8119271380938"
"5_25Р_URM","5","25Р_URM","2920","2918.32","1.5691585832622"
"6_25Р_URM","6","25Р_URM","2940","2938.31","1.8119271380938"
"7_25Р_URM","7","25Р_URM","2960","2958.31","0"
"8_25Р_URM","8","25Р_URM","3000","2998.3","1.2811992707326"
"9_25Р_URM","9","25Р_URM","3020","3018.3","0"
"10_25Р_URM","10","25Р_URM","3070","3068.29","1.145934689727"
"11_25Р_URM","11","25Р_URM","3090","3088.29","0"
"12_25Р_URM","12","25Р_URM","3110","3108.28","1.8119271380526"
"13_25Р_URM","13","25Р_URM","3130","3128.28","0"
"14_25Р_URM","14","25Р_URM","3150","3148.28","0"
"0_26P_URM","0","26P_URM","0","0","1.43243179239"
"1_26P_URM","1","26P_URM","320","319.9","1.43243179239"
"2_26P_URM","2","26P_URM","330","329.9","0"
"3_26P_URM","3","26P_URM","340","339.8","8.1096144559928"
"4_26P_URM","4","26P_URM","460","458.1","9.6557388996309"
"5_26P_URM","5","26P_URM","780","770.3","12.676404004026"
"6_26P_URM","6","26P_URM","960","938.9","20.500903504522"
"7_26P_URM","7","26P_URM","2500","2354.4","23.197017540954"
"8_26P_URM","8","26P_URM","2560","2407.1","28.558036631102"
"9_26P_URM","9","26P_URM","2780","2596.3","30.683417108976"
"10_26P_URM","10","26P_URM","2850","2658","28.184825794502"
"11_26P_URM","11","26P_URM","2900","2699.7","33.488145501172"
"12_26P_URM","12","26P_URM","2950","2739.1","38.001000760023"
"13_26P_URM","13","26P_URM","2980","2761.1","42.833428066067"
"14_26P_URM","14","26P_URM","3010","2781.8","46.369891132145"
"15_26P_URM","15","26P_URM","3040","2800.7","50.949877463847"
"16_26P_URM","16","26P_URM","3060","2812.4","54.197009988385"
"17_26P_URM","17","26P_URM","3065","2815.3","54.549457360823"
"0_26P_URM_FON","0","26P_URM_FON","0","0","1.43243179239"
"1_26P_URM_FON","1","26P_URM_FON","320","319.9","1.43243179239"
"2_26P_URM_FON","2","26P_URM_FON","330","329.9","0"
"3_26P_URM_FON","3","26P_URM_FON","340","339.8","8.1096144559928"
"4_26P_URM_FON","4","26P_URM_FON","460","458.1","9.6557388996309"
"5_26P_URM_FON","5","26P_URM_FON","780","770.3","12.676404004026"
"6_26P_URM_FON","6","26P_URM_FON","960","938.9","20.500903504522"
"7_26P_URM_FON","7","26P_URM_FON","2500","2354.4","23.197017540954"
"8_26P_URM_FON","8","26P_URM_FON","2560","2407.1","28.558036631102"
"9_26P_URM_FON","9","26P_URM_FON","2780","2596.3","30.683417108976"
"10_26P_URM_FON","10","26P_URM_FON","2850","2658","28.184825794502"
"11_26P_URM_FON","11","26P_URM_FON","2900","2699.7","33.488145501172"
"12_26P_URM_FON","12","26P_URM_FON","2950","2739.1","38.001000760023"
"13_26P_URM_FON","13","26P_URM_FON","2980","2761.1","42.833428066067"
"14_26P_URM_FON","14","26P_URM_FON","3010","2781.8","46.369891132145"
"15_26P_URM_FON","15","26P_URM_FON","3040","2800.7","50.949877463847"
"16_26P_URM_FON","16","26P_URM_FON","3060","2812.4","54.197009988385"
"17_26P_URM_FON","17","26P_URM_FON","3065","2815.3","54.549457360823"
"0_27ПО_URM","0","27ПО_URM","0","0","0.89992886417338"
"1_27ПО_URM","1","27ПО_URM","2270","2269.72","0.89992886417338"
"2_27ПО_URM","2","27ПО_URM","2290","2289.7","2.562558733122"
"3_27ПО_URM","3","27ПО_URM","2430","2429.56","2.562558733122"
"4_27ПО_URM","4","27ПО_URM","2490","2489.53","1.8119271380663"
"5_27ПО_URM","5","27ПО_URM","2510","2509.52","1.8119271380938"
"6_27ПО_URM","6","27ПО_URM","2570","2569.51","1.0460875589633"
"7_27ПО_URM","7","27ПО_URM","2650","2649.49","1.2811992707617"
"8_27ПО_URM","8","27ПО_URM","2730","2729.46","1.5691585832622"
"9_27ПО_URM","9","27ПО_URM","2930","2929.42","1.1459346897139"
"10_27ПО_URM","10","27ПО_URM","3070","3069.38","1.3696637097231"
"11_27ПО_URM","11","27ПО_URM","3090","3089.38","0"
"12_27ПО_URM","12","27ПО_URM","3170","3169.34","1.8119271380731"
"13_27ПО_URM","13","27ПО_URM","3230","3229.32","1.479411762459"
"14_27ПО_URM","14","27ПО_URM","3250","3249.31","1.8119271380938"
"0_27ПО_URM_FON","0","27ПО_URM_FON","0","0","0.89992886417338"
"1_27ПО_URM_FON","1","27ПО_URM_FON","2270","2269.72","0.89992886417338"
"2_27ПО_URM_FON","2","27ПО_URM_FON","2290","2289.7","2.562558733122"
"3_27ПО_URM_FON","3","27ПО_URM_FON","2430","2429.56","2.562558733122"
"4_27ПО_URM_FON","4","27ПО_URM_FON","2490","2489.53","1.8119271380663"
"5_27ПО_URM_FON","5","27ПО_URM_FON","2510","2509.52","1.8119271380938"
"6_27ПО_URM_FON","6","27ПО_URM_FON","2570","2569.51","1.0460875589633"
"7_27ПО_URM_FON","7","27ПО_URM_FON","2650","2649.49","1.2811992707617"
"8_27ПО_URM_FON","8","27ПО_URM_FON","2730","2729.46","1.5691585832622"
"9_27ПО_URM_FON","9","27ПО_URM_FON","2930","2929.42","1.1459346897139"
"10_27ПО_URM_FON","10","27ПО_URM_FON","3070","3069.38","1.3696637097231"
"11_27ПО_URM_FON","11","27ПО_URM_FON","3090","3089.38","0"
"12_27ПО_URM_FON","12","27ПО_URM_FON","3170","3169.34","1.8119271380731"
"13_27ПО_URM_FON","13","27ПО_URM_FON","3230","3229.32","1.479411762459"
"14_27ПО_URM_FON","14","27ПО_URM_FON","3250","3249.31","1.8119271380938"
"0_29PO_URM_test","0","29PO_URM_test","0","0","0.39075473031357"
"1_29PO_URM_test","1","29PO_URM_test","430","429.99","0.39075473031357"
"2_29PO_URM_test","2","29PO_URM_test","440","439.99","0"
"3_29PO_URM_test","3","29PO_URM_test","2010","2009.67","1.1568316711949"
"4_29PO_URM_test","4","29PO_URM_test","2600","2598.29","3.9195468018504"
"5_29PO_URM_test","5","29PO_URM_test","3130","3128.07","1.6509201176736"
"6_29PO_URM_test","6","29PO_URM_test","3150","3148.03","3.6243074940063"
"0_29PO_URM_test_ESP","0","29PO_URM_test_ESP","0","0","0.39075473031357"
"1_29PO_URM_test_ESP","1","29PO_URM_test_ESP","430","429.99","0.39075473031357"
"2_29PO_URM_test_ESP","2","29PO_URM_test_ESP","440","439.99","0"
"3_29PO_URM_test_ESP","3","29PO_URM_test_ESP","2010","2009.67","1.1568316711949"
"4_29PO_URM_test_ESP","4","29PO_URM_test_ESP","2600","2598.29","3.9195468018504"
"5_29PO_URM_test_ESP","5","29PO_URM_test_ESP","3130","3128.07","1.6509201176736"
"6_29PO_URM_test_ESP","6","29PO_URM_test_ESP","3150","3148.03","3.6243074940063"
"0_300_URM","0","300_URM","0","0","0.52303833093495"
"1_300_URM","1","300_URM","240","239.99","0.52303833093495"
"2_300_URM","2","300_URM","250","249.99","0"
"3_300_URM","3","300_URM","2470","2468.01","2.4200593791854"
"4_300_URM","4","300_URM","2550","2546.99","9.1591515054845"
"5_300_URM","5","300_URM","2590","2585.38","16.311283598392"
"6_300_URM","6","300_URM","2640","2631.7","22.119581156203"
"7_300_URM","7","300_URM","2700","2685.05","27.231283319592"
"8_300_URM","8","300_URM","2750","2726.97","33.028452747602"
"9_300_URM","9","300_URM","2810","2773.73","38.800423504934"
"10_300_URM","10","300_URM","2880","2823.96","44.145664626981"
"11_300_URM","11","300_URM","2970","2880.84","50.802166468904"
"12_300_URM","12","300_URM","3150","2986.04","54.236247750429"
"13_300_URM","13","300_URM","3210","3014.2","62.008969541029"
"14_300_URM","14","300_URM","3280","3040.6","67.843183443178"
"15_300_URM","15","300_URM","3330","3053.86","74.6211628346"
"16_300_URM","16","300_URM","3430","3074.69","77.977253518164"
"17_300_URM","17","300_URM","3438","3076.04","80.284850627931"
"0_301_URM","0","301_URM","0","0","0.74970904345043"
"1_301_URM","1","301_URM","817.7","817.63","0.74970904345043"
"2_301_URM","2","301_URM","842.2","842.07","4.010688055403"
"3_301_URM","3","301_URM","2427.8","2417.48","6.499212907185"
"4_301_URM","4","301_URM","2525.7","2512.91","12.897695275203"
"5_301_URM","5","301_URM","2599.1","2581.39","21.097374970328"
"6_301_URM","6","301_URM","2648.1","2625.01","27.101097104791"
"7_301_URM","7","301_URM","2696.8","2665.01","34.779310908129"
"8_301_URM","8","301_URM","2745.5","2701.33","41.772953428487"
"9_301_URM","9","301_URM","2867.7","2787.57","45.111586475954"
"10_301_URM","10","301_URM","3013.7","2878.54","51.458436541183"
"11_301_URM","11","301_URM","3196.75","2983.16","55.142466834045"
"12_301_URM","12","301_URM","3294.39","3027.36","63.084025831968"
"13_301_URM","13","301_URM","3330.79","3039.38","70.717884205551"
"14_301_URM","14","301_URM","3410.88","3058.79","75.974580129422"
"15_301_URM","15","301_URM","3534.85","3081.12","79.623004439721"
"16_301_URM","16","301_URM","3608.88","3082.52","88.916400468434"
"0_302_URM","0","302_URM","0","0","5.0267843169975"
"1_302_URM","1","302_URM","260","259","5.0267843169975"
"2_302_URM","2","302_URM","270","269","0"
"3_302_URM","3","302_URM","310","308","12.838568140984"
"4_302_URM","4","302_URM","320","318","0"
"5_302_URM","5","302_URM","340","337","18.194872338767"
"6_302_URM","6","302_URM","350","347","0"
"7_302_URM","7","302_URM","370","366","18.194872338767"
"8_302_URM","8","302_URM","390","385","18.194872338767"
"9_302_URM","9","302_URM","400","394","25.841932763167"
"10_302_URM","10","302_URM","410","404","0"
"11_302_URM","11","302_URM","420","413","25.841932763167"
"12_302_URM","12","302_URM","900","820","32.014207562929"
"13_302_URM","13","302_URM","3320","2611","42.261543900069"
"14_302_URM","14","302_URM","3470","2739","31.423906485846"
"15_302_URM","15","302_URM","3472","2740.8","25.841932763155"
"0_307_SML","0","307_SML","0","0","0.58784487274852"
"1_307_SML","1","307_SML","190","189.99","0.58784487274852"
"2_307_SML","2","307_SML","200","199.98","2.5625587331256"
"3_307_SML","3","307_SML","290","289.49","5.9815212991788"
"4_307_SML","4","307_SML","2150","2125.42","9.2275979470267"
"5_307_SML","5","307_SML","2172","2147.3","5.9870724987131"
"6_307_SML","6","307_SML","2260","2233.76","10.734752666446"
"7_307_SML","7","307_SML","2317","2287.89","18.259146300227"
"8_307_SML","8","307_SML","2370","2336.06","24.650627088733"
"9_307_SML","9","307_SML","2430","2387.66","30.683417108976"
"10_307_SML","10","307_SML","2510","2451.38","37.202835135884"
"11_307_SML","11","307_SML","2580","2502.69","42.861512210153"
"12_307_SML","12","307_SML","2790","2638.6","49.669890782504"
"13_307_SML","13","307_SML","2845","2668.81","56.682866681954"
"14_307_SML","14","307_SML","2919","2703.48","62.062151327642"
"15_307_SML","15","307_SML","2990","2729.27","68.700725279286"
"16_307_SML","16","307_SML","3041","2742.43","75.046252109792"
"17_307_SML","17","307_SML","3090","2749.73","81.432202947622"
"18_307_SML","18","307_SML","3350","2762.72","87.136222458883"
"19_307_SML","19","307_SML","3351.86","2762.77","88.459605313529"
"0_310_SML","0","310_SML","0","0","4.7595238512375"
"1_310_SML","1","310_SML","290","289","4.7595238512375"
"2_310_SML","2","310_SML","300","299","0"
"3_310_SML","3","310_SML","332","330","14.361511562917"
"4_310_SML","4","310_SML","340","338","0"
"5_310_SML","5","310_SML","552","533","23.101486111275"
"6_310_SML","6","310_SML","560","541","0"
"7_310_SML","7","310_SML","920","867","25.101788707826"
"8_310_SML","8","310_SML","930","876","25.841932763167"
"9_310_SML","9","310_SML","2571","2447","16.795323842255"
"10_310_SML","10","310_SML","2580","2455","27.266044450733"
"11_310_SML","11","310_SML","2681","2531","41.194751199323"
"12_310_SML","12","310_SML","2690","2538","38.942441268981"
"13_310_SML","13","310_SML","3050","2734","57.013292917521"
"14_310_SML","14","310_SML","3610","2769","86.416678301528"
"15_310_SML","15","310_SML","3620","2769","90"
"16_310_SML","16","310_SML","3650","2770","88.08978682829"
"17_310_SML","17","310_SML","3660","2770","90"
"0_312_SML","0","312_SML","0","0","0.4931250772483"
"1_312_SML","1","312_SML","270","269.99","0.4931250772483"
"2_312_SML","2","312_SML","280","279.99","0"
"3_312_SML","3","312_SML","524","523.95","1.037477402178"
"4_312_SML","4","312_SML","580","579.67","5.7319679651986"
"5_312_SML","5","312_SML","620","619.14","9.3374066282316"
"6_312_SML","6","312_SML","1480","1462.75","11.203921083611"
"7_312_SML","7","312_SML","1758","1738.06","7.9770477309577"
"8_312_SML","8","312_SML","1783","1762.48","12.365875023113"
"9_312_SML","9","312_SML","1820","1798.18","15.233100185358"
"10_312_SML","10","312_SML","1856","1832.32","18.498252338553"
"11_312_SML","11","312_SML","1900","1873.23","21.600584992302"
"12_312_SML","12","312_SML","1930","1900.48","24.723962840682"
"13_312_SML","13","312_SML","2620","2508.89","28.145369122697"
"14_312_SML","14","312_SML","2720","2601.36","22.376839048627"
"15_312_SML","15","312_SML","2758","2637.2","19.411168170067"
"16_312_SML","16","312_SML","2860","2734.71","17.063450336545"
"17_312_SML","17","312_SML","2951","2823","14.017975440327"
"18_312_SML","18","312_SML","2960","2831.77","12.981041668053"
"19_312_SML","19","312_SML","2967","2838.6","12.653070853345"
"0_42P_AR","0","42P_AR","0","0","1.0756399993213"
"1_42P_AR","1","42P_AR","925","924.837","1.0756399993213"
"2_42P_AR","2","42P_AR","950","949.822","1.9848832761185"
"3_42P_AR","3","42P_AR","1425","1424.5","2.1098097653778"
"4_42P_AR","4","42P_AR","1800","1799.43","1.1070768575046"
"5_42P_AR","5","42P_AR","1825","1824.42","1.6206233929233"
"6_42P_AR","6","42P_AR","3125","3124.15","1.1677647272365"
"7_42P_AR","7","42P_AR","3150","3149.15","0"
"0_44_AR_INJ","0","44_AR_INJ","0","0","0"
"1_44_AR_INJ","1","44_AR_INJ","115.2","115.2","0"
"2_44_AR_INJ","2","44_AR_INJ","500","500","0"
"3_44_AR_INJ","3","44_AR_INJ","1000","1000","0"
"4_44_AR_INJ","4","44_AR_INJ","1500","1500","0"
"5_44_AR_INJ","5","44_AR_INJ","2000","2000","0"
"6_44_AR_INJ","6","44_AR_INJ","2500","2500","0"
"7_44_AR_INJ","7","44_AR_INJ","3072.5","3072.5","0"
"8_44_AR_INJ","8","44_AR_INJ","3080","3080","0"
"9_44_AR_INJ","9","44_AR_INJ","3090","3090","0"
"10_44_AR_INJ","10","44_AR_INJ","3100","3100","0"
"11_44_AR_INJ","11","44_AR_INJ","3110","3110","0"
"12_44_AR_INJ","12","44_AR_INJ","3120","3120","0"
"13_44_AR_INJ","13","44_AR_INJ","3130","3130","0"
"14_44_AR_INJ","14","44_AR_INJ","3140","3140","0"
"15_44_AR_INJ","15","44_AR_INJ","3150","3150","0"
"16_44_AR_INJ","16","44_AR_INJ","3160","3160","0"
"17_44_AR_INJ","17","44_AR_INJ","3170","3170","0"
"18_44_AR_INJ","18","44_AR_INJ","3179.13","3179.13","0"
"19_44_AR_INJ","19","44_AR_INJ","3300","3300","0"
"0_500_URM","0","500_URM","","",""
"1_500_URM","1","500_URM","","",""
"0_501_URM","0","501_URM","0","-10","0"
"1_501_URM","1","501_URM","10","0","0"
"2_501_URM","2","501_URM","20","10","0"
"3_501_URM","3","501_URM","3520","2988.93","31.665991663361"
"4_501_URM","4","501_URM","3525.21","2989.21","86.919280031901"
"0_550_URM","0","550_URM","0","0","0.58784487274852"
"1_550_URM","1","550_URM","190","189.99","0.58784487274852"
"2_550_URM","2","550_URM","200","199.98","2.5625587331256"
"3_550_URM","3","550_URM","260","259.78","4.67948127766"
"4_550_URM","4","550_URM","340","339.1","7.4757573907692"
"5_550_URM","5","550_URM","370","368.5","11.478340954534"
"6_550_URM","6","550_URM","390","387.8","15.203604093293"
"7_550_URM","7","550_URM","410","406.76","18.558353699444"
"8_550_URM","8","550_URM","430","425.29","22.104359831601"
"9_550_URM","9","550_URM","450","443.37","25.311065155487"
"10_550_URM","10","550_URM","470","460.87","28.95502437186"
"11_550_URM","11","550_URM","530","511.65","32.18492583037"
"12_550_URM","12","550_URM","600","568.85","35.200202888363"
"13_550_URM","13","550_URM","3060","2565.17","35.756058823076"
"14_550_URM","14","550_URM","3170","2657.5","32.927017921773"
"15_550_URM","15","550_URM","3340","2808.18","27.581522722182"
"16_550_URM","16","550_URM","3380","2844.57","24.529173784986"
"17_550_URM","17","550_URM","3550","3002.65","21.583516611684"
"18_550_URM","18","550_URM","3560","3012.07","19.609810688867"
"19_550_URM","19","550_URM","3564","3015.84","19.524271510285"
"0_551_URM","0","551_URM","0","0","0.40017189567703"
"1_551_URM","1","551_URM","410","409.99","0.40017189567703"
"2_551_URM","2","551_URM","420","419.99","0"
"3_551_URM","3","551_URM","760","759.95","0.87888575457535"
"4_551_URM","4","551_URM","820","819.63","5.9201158162949"
"5_551_URM","5","551_URM","870","868.75","10.765469991165"
"6_551_URM","6","551_URM","910","907.42","14.816451922125"
"7_551_URM","7","551_URM","950","945.25","18.959230172381"
"8_551_URM","8","551_URM","1010","1000.66","22.55675616396"
"9_551_URM","9","551_URM","1050","1036.44","26.555721568439"
"10_551_URM","10","551_URM","1100","1079.52","30.503291748716"
"11_551_URM","11","551_URM","2720","2443.05","32.681498820007"
"12_551_URM","12","551_URM","2770","2488.16","25.551228642586"
"13_551_URM","13","551_URM","2980","2679.81","24.130168626857"
"14_551_URM","14","551_URM","3050","2746.32","18.168640733285"
"15_551_URM","15","551_URM","3100","2794.7","14.624794035568"
"16_551_URM","16","551_URM","3170","2863.53","10.490309788095"
"17_551_URM","17","551_URM","3280","2972.7","7.0429368040163"
"18_551_URM","18","551_URM","3300","2992.63","4.7951081080425"
"19_551_URM","19","551_URM","3306","2998.61","4.6794812776576"
"0_5_URM_INJ","0","5_URM_INJ","0","0","0"
"1_5_URM_INJ","1","5_URM_INJ","3083.9","3083.9","0"
"2_5_URM_INJ","2","5_URM_INJ","3091.1","3091.1","0"
"3_5_URM_INJ","3","5_URM_INJ","3094.7","3094.7","0"
"4_5_URM_INJ","4","5_URM_INJ","3098.4","3098.4","0"
"5_5_URM_INJ","5","5_URM_INJ","3103","3103","0"
"6_5_URM_INJ","6","5_URM_INJ","3112.9","3112.9","0"
"7_5_URM_INJ","7","5_URM_INJ","3120.2","3120.2","0"
"8_5_URM_INJ","8","5_URM_INJ","3121","3121","0"
"9_5_URM_INJ","9","5_URM_INJ","3126.2","3126.2","0"
"10_5_URM_INJ","10","5_URM_INJ","3127.1","3127.1","0"
"11_5_URM_INJ","11","5_URM_INJ","3136.1","3136.1","0"
"12_5_URM_INJ","12","5_URM_INJ","3163.4","3163.4","0"
"13_5_URM_INJ","13","5_URM_INJ","3184.1","3184.1","0"
"14_5_URM_INJ","14","5_URM_INJ","3185.9","3185.9","0"
"15_5_URM_INJ","15","5_URM_INJ","3191","3191","0"
"16_5_URM_INJ","16","5_URM_INJ","3267.6","3267.6","0"
"17_5_URM_INJ","17","5_URM_INJ","3279","3279","0"
"0_761_URM_INJ","0","761_URM_INJ","0","0","0.90593525487361"
"1_761_URM_INJ","1","761_URM_INJ","80","79.99","0.90593525487361"
"2_761_URM_INJ","2","761_URM_INJ","90","89.99","0"
"3_761_URM_INJ","3","761_URM_INJ","150","149.96","1.8119271380737"
"4_761_URM_INJ","4","761_URM_INJ","180","179.78","6.2795806410971"
"5_761_URM_INJ","5","761_URM_INJ","210","209.36","9.5986383834398"
"6_761_URM_INJ","6","761_URM_INJ","260","258.06","13.093923320571"
"7_761_URM_INJ","7","761_URM_INJ","350","344.72","15.658203660248"
"8_761_URM_INJ","8","761_URM_INJ","400","391.42","20.932816063688"
"9_761_URM_INJ","9","761_URM_INJ","1002","951.31","21.557415494449"
"10_761_URM_INJ","10","761_URM_INJ","1885","1790.2","18.186558234029"
"11_761_URM_INJ","11","761_URM_INJ","1959","1859.18","21.225595345354"
"12_761_URM_INJ","12","761_URM_INJ","2107","2001.49","15.939115709173"
"13_761_URM_INJ","13","761_URM_INJ","2303","2191.79","13.85176703324"
"14_761_URM_INJ","14","761_URM_INJ","2597","2474.02","16.267163388216"
"15_761_URM_INJ","15","761_URM_INJ","2670","2546.27","8.2201427913236"
"16_761_URM_INJ","16","761_URM_INJ","2744","2619.98","5.0741429924394"
"17_761_URM_INJ","17","761_URM_INJ","3150","3025.36","3.1668372233429"
"18_761_URM_INJ","18","761_URM_INJ","3210","3085.3","2.562558733122"
"19_761_URM_INJ","19","761_URM_INJ","3220","3095.29","2.5625587331512"
"0_763_URM","0","763_URM","0","0","4.0025246257035"
"1_763_URM","1","763_URM","410","409","4.0025246257035"
"2_763_URM","2","763_URM","420","419","0"
"3_763_URM","3","763_URM","3190","3157","8.7174951927211"
"4_763_URM","4","763_URM","3200","3167","0"
"0_765_URM_INJ","0","765_URM_INJ","0","0","0.40514318632152"
"1_765_URM_INJ","1","765_URM_INJ","400","399.99","0.40514318632152"
"2_765_URM_INJ","2","765_URM_INJ","410","409.99","0"
"3_765_URM_INJ","3","765_URM_INJ","470","469.95","2.0922623070524"
"4_765_URM_INJ","4","765_URM_INJ","500","499.64","8.2438966028346"
"5_765_URM_INJ","5","765_URM_INJ","550","548.42","12.682929719456"
"6_765_URM_INJ","6","765_URM_INJ","670","664.36","14.946591319749"
"7_765_URM_INJ","7","765_URM_INJ","700","692.26","21.565185015243"
"8_765_URM_INJ","8","765_URM_INJ","760","746.19","25.994864652674"
"9_765_URM_INJ","9","765_URM_INJ","870","842.92","28.434305709257"
"10_765_URM_INJ","10","765_URM_INJ","1120","1075.1","21.763842519452"
"11_765_URM_INJ","11","765_URM_INJ","1230","1178.45","20.024638977025"
"12_765_URM_INJ","12","765_URM_INJ","1280","1222.6","27.993603396855"
"13_765_URM_INJ","13","765_URM_INJ","1900","1763.42","29.274109528802"
"14_765_URM_INJ","14","765_URM_INJ","2560","2361.09","25.10110658286"
"15_765_URM_INJ","15","765_URM_INJ","2610","2408.95","16.823672215475"
"16_765_URM_INJ","16","765_URM_INJ","2710","2506.55","12.578118655782"
"17_765_URM_INJ","17","765_URM_INJ","2810","2605.9","6.5362677202684"
"18_765_URM_INJ","18","765_URM_INJ","3290","3085.07","3.3699127613818"
"19_765_URM_INJ","19","765_URM_INJ","3296","3091.06","3.3084329856888"
"0_766_URM","0","766_URM","0","0","0.64058962550912"
"1_766_URM","1","766_URM","160","159.99","0.64058962550912"
"2_766_URM","2","766_URM","170","169.98","2.5625587331256"
"3_766_URM","3","766_URM","230","229.77","4.7951081080522"
"4_766_URM","4","766_URM","370","367.59","10.124347048106"
"5_766_URM","5","766_URM","2700","2653.62","11.148674886822"
"6_766_URM","6","766_URM","2730","2681.85","19.779822812306"
"7_766_URM","7","766_URM","2760","2709.04","24.996536378104"
"8_766_URM","8","766_URM","2800","2743.72","29.888130267524"
"9_766_URM","9","766_URM","2850","2785.12","34.106165544266"
"10_766_URM","10","766_URM","2920","2840.18","38.133749327661"
"11_766_URM","11","766_URM","2950","2861.54","44.602125316246"
"12_766_URM","12","766_URM","3100","2961.14","48.394346216084"
"13_766_URM","13","766_URM","3190","3017","51.635165634894"
"14_766_URM","14","766_URM","3230","3038.33","57.774691614234"
"15_766_URM","15","766_URM","3270","3056.75","62.580623704863"
"16_766_URM","16","766_URM","3360","3091.64","67.190609715903"
"17_766_URM","17","766_URM","3370","3095.13","69.573837153002"
"0_767_URM_INJ","0","767_URM_INJ","0","0","0.62146303045476"
"1_767_URM_INJ","1","767_URM_INJ","170","169.99","0.62146303045476"
"2_767_URM_INJ","2","767_URM_INJ","180","179.99","0"
"3_767_URM_INJ","3","767_URM_INJ","280","279.85","3.0321614976648"
"4_767_URM_INJ","4","767_URM_INJ","400","398.67","8.0416382824392"
"5_767_URM_INJ","5","767_URM_INJ","460","456.32","16.088802288675"
"6_767_URM_INJ","6","767_URM_INJ","490","483.8","23.651858175449"
"7_767_URM_INJ","7","767_URM_INJ","540","527.92","28.066756820644"
"8_767_URM_INJ","8","767_URM_INJ","640","609.77","35.065081327706"
"9_767_URM_INJ","9","767_URM_INJ","980","885.55","35.794727280086"
"10_767_URM_INJ","10","767_URM_INJ","1440","1274.89","32.17868954186"
"11_767_URM_INJ","11","767_URM_INJ","1660","1443.34","40.032312228113"
"12_767_URM_INJ","12","767_URM_INJ","2060","1746.27","40.77106006147"
"13_767_URM_INJ","13","767_URM_INJ","2570","2158.54","36.06277154441"
"14_767_URM_INJ","14","767_URM_INJ","2670","2243.47","31.864385036927"
"15_767_URM_INJ","15","767_URM_INJ","2890","2420.17","36.564973094427"
"16_767_URM_INJ","16","767_URM_INJ","2970","2490.94","27.794591053859"
"17_767_URM_INJ","17","767_URM_INJ","3410","2891.98","24.292860778054"
"18_767_URM_INJ","18","767_URM_INJ","3590","3065.73","15.142797069714"
"19_767_URM_INJ","19","767_URM_INJ","3600","3075.47","13.093923320576"
"0_769_URM_INJ","0","769_URM_INJ","0","0","0.5729601824818"
"1_769_URM_INJ","1","769_URM_INJ","200","199.99","0.5729601824818"
"2_769_URM_INJ","2","769_URM_INJ","210","209.99","0"
"3_769_URM_INJ","3","769_URM_INJ","370","369.86","2.3098231239002"
"4_769_URM_INJ","4","769_URM_INJ","420","418.87","11.420613303023"
"5_769_URM_INJ","5","769_URM_INJ","460","456.75","18.737541767368"
"6_769_URM_INJ","6","769_URM_INJ","500","492.74","25.874774713835"
"7_769_URM_INJ","7","769_URM_INJ","530","517.82","33.279890944682"
"8_769_URM_INJ","8","769_URM_INJ","1170","1038.64","35.532967707924"
"9_769_URM_INJ","9","769_URM_INJ","1290","1141.14","31.332206707233"
"10_769_URM_INJ","10","769_URM_INJ","1350","1187.28","39.73582553968"
"11_769_URM_INJ","11","769_URM_INJ","1960","1627.66","43.785577943601"
"12_769_URM_INJ","12","769_URM_INJ","2150","1785.5","33.825495937471"
